date,min_temp_5,min_sal_5,min_oxy_5,max_temp_5,max_sal_5,max_oxy_5,avg_temp_5,avg_oxy_5,avg_sal_5,min_temp_150,min_sal_150,min_oxy_150,max_temp_150,max_sal_150,max_oxy_150,avg_temp_150,avg_oxy_150,avg_sal_150
2018-10-30,10.8127,29.0774,5.589,10.8638,29.1738,5.7894,10.84266,5.68005,29.11033,9.6766,30.8633,2.7299,9.6798,30.8691,2.748,9.67857,2.74264,30.86655
2018-11-07,10.41,28.7385,Inf,10.4402,28.7687,-Inf,10.42454,NaN,28.7536,9.7493,30.9037,Inf,9.752,30.9224,-Inf,9.7508,NaN,30.91376
2018-11-08,10.3412,28.0001,Inf,10.4988,28.5133,-Inf,10.390525,NaN,28.2078,9.7595,30.919,Inf,9.7604,30.9259,-Inf,9.75986,NaN,30.92282
2018-11-16,9.897,28.2138,Inf,9.931,28.337,-Inf,9.91654,NaN,28.27496,9.706,30.9146,Inf,9.7156,30.9282,-Inf,9.70872,NaN,30.92426
2018-11-19,9.0855,27.6809,Inf,9.3105,27.8233,-Inf,9.20622,NaN,27.75976,9.767,30.9094,Inf,9.7675,30.9096,-Inf,9.76714,NaN,30.90954
2018-11-28,9.4179,28.7374,-1.7258,9.4231,28.743,-1.7243,9.42015,-1.725125,28.73995,9.618,30.7883,-1.7266,9.7308,30.8869,-1.7218,9.67936,-1.72424,30.8413
2018-12-04,8.0216,27.9851,-1.7909,8.5171,28.2179,-1.7676,8.16134,-1.78374,28.04706,9.7916,30.9354,-1.7193,9.8016,30.9569,-1.7163,9.79574,-1.71828,30.9464
2018-12-05,8.2276,28.1378,-1.7796,9.2494,28.7509,-1.7334,8.582559999999999,-1.76322,28.34268,9.77,30.9283,-1.7199,9.7757,30.9308,-1.7182,9.77232,-1.71906,30.9292
2018-12-19,8.5984,28.5985,6.078,8.6185,28.6169,6.0844,8.61004,6.0807,28.606180000000002,9.4635,30.833,2.547,9.4875,30.8458,2.5575,9.47354,2.5507,30.83842
2019-01-16,7.3578,27.5348,6.6329,7.7222,28.302,7.0422,7.508645454545454,6.795127272727273,27.93390909090909,9.772,30.8711,2.7356,9.774,30.8918,2.7697,9.77303,2.75528,30.88277
2019-01-23,7.6783,28.3557,6.5,7.8262,28.4211,6.8328,7.7295454545454545,6.607290909090909,28.38098181818182,9.6946,30.8072,2.9686,9.7055,30.8425,2.9798,9.69949,2.97621,30.82208
2019-01-29,7.6024,28.3177,6.6815,7.8382,28.4879,7.0001,7.75679,6.79029,28.40266,9.681,30.7685,2.9544,9.6855,30.784,2.9609,9.68254,2.95696,30.7756
2019-02-05,7.6476,29.0164,5.3902,7.6841,29.0539,5.8769,7.67110909090909,5.501045454545454,29.036936363636364,9.5825,30.727,3.2367,9.5869,30.754,3.2455,9.5843,3.24044,30.73909
2019-02-12,6.3093,28.4409,6.5002,6.4162,28.6692,6.9088,6.339754545454546,6.628863636363636,28.587763636363636,9.569,30.7013,3.1902,9.5914,30.722,3.2313,9.5801,3.21386,30.70857
2019-02-21,6.1607,28.4174,7.0409,6.184,28.7045,7.5269,6.17509,7.14734,28.60695,9.5008,30.6564,3.3245,9.5252,30.69,3.3556,9.51268,3.34196,30.67037
2019-02-26,6.5543,28.8808,6.7839,6.5701,28.9108,7.1013,6.562772727272727,6.874627272727273,28.895581818181817,9.5228,30.6857,3.2348,9.5337,30.6985,3.2545,9.5275,3.24474,30.69223
2019-03-05,6.4176,29.004,6.9149,6.4391,29.0406,7.1792,6.4262,6.967981818181818,29.024736363636364,9.4483,30.6526,3.3914,9.4588,30.6793,3.4066,9.45137,3.39935,30.66631
2019-03-12,6.8243,28.6581,8.0761,6.8357,28.861,8.3602,6.82858,8.15291,28.82695,9.4212,30.6113,3.3509,9.444,30.6339,3.409,9.42731,3.39004,30.62245
2019-03-20,7.5016,28.8897,7.7783,7.9778,29.1598,8.2559,7.739463636363636,8.080254545454546,29.00862727272727,9.417,30.643,3.4236,9.4201,30.6521,3.4386,9.4186,3.43083,30.64649
2019-03-27,8.606,29.0676,9.1618,8.9875,29.163,9.9354,8.697809090909091,9.451572727272728,29.1428,9.3403,30.6442,3.4231,9.3744,30.6599,3.4712,9.36439,3.43993,30.653750000000002
2019-04-02,8.6825,28.9422,9.253,10.1102,29.2616,9.5159,9.333411111111111,9.424744444444444,29.150000000000002,9.2538,30.6093,3.3624,9.2717,30.62,3.4016,9.26273,3.38123,30.61464
2019-04-10,9.3477,29.1664,7.1333,9.3919,29.2763,7.3514,9.379036363636363,7.227390909090909,29.207781818181818,8.9592,30.5667,4.0506,9.0097,30.5816,4.1235,8.97744,4.09157,30.57216
2019-04-17,9.4873,29.4036,6.5066,9.5788,29.4151,6.764,9.519263636363636,6.5599181818181815,29.4095,9.0268,30.5996,3.6818,9.0422,30.6138,3.7014,9.0358,3.69129,30.60817
2019-05-02,10.3486,28.6649,6.5445,10.6465,29.2944,6.6276,10.438839999999999,6.58794,29.01748,8.7227,30.5377,3.8804,8.7267,30.5394,3.8848,8.72502,3.88218,30.53896
2019-05-09,9.955,29.8753,5.2785,10.8721,29.8888,5.7118,10.40808,5.4572,29.88358,8.726,30.5324,3.7947,8.7431,30.5355,3.847,8.7372,3.81452,30.53442
2019-05-22,13.7753,29.063,6.764,14.0068,29.0817,6.8858,13.91406,6.821,29.06988,8.5622,30.4827,4.0414,8.573,30.4981,4.0628,8.56744,4.05068,30.49058
2019-05-29,13.3135,27.7447,7.5579,14.9902,28.5124,7.7381,14.25258,7.66826,28.23846,8.6144,30.5005,3.8766,8.6289,30.5211,3.9386,8.62258,3.9047,30.51222
2019-06-04,14.4478,27.4663,7.1913,14.7294,27.9372,7.4622,14.6087,7.32706,27.68966,8.6494,30.4903,3.7348,8.6508,30.4956,3.745,8.6499,3.73864,30.4931
2019-06-20,11.4329,28.4982,5.6718,11.6641,28.6468,6.1942,11.49306,5.88494,28.53744,8.7152,30.5816,3.6378,8.7166,30.5898,3.6491,8.71574,3.64214,30.58522
2019-06-25,12.9839,28.1146,7.3306,15.5773,28.617,8.5349,14.618481818181818,8.077990909090909,28.386072727272726,8.7235,30.5504,3.6751,8.739,30.5615,3.6989,8.73031,3.68957,30.55674
2019-07-09,18.108,23.8719,6.154,18.5765,24.4266,6.3201,18.4331,6.22236,24.02712,8.8219,30.5776,3.6076,8.832,30.6105,3.6322,8.82648,3.61626,30.58998
2019-07-18,17.5362,25.0469,5.9548,17.7038,25.1011,6.2377,17.58692,6.15942,25.06664,8.868,30.599,3.4845,8.8758,30.6103,3.4922,8.87126,3.488,30.6055
2019-07-24,15.4457,24.6979,6.6157,18.3269,25.8503,7.0735,17.655672727272727,6.936881818181818,24.94859090909091,8.9271,30.6363,3.1316,8.9285,30.6406,3.1425,8.92778,3.13664,30.63827
2019-07-30,10.9474,23.3134,4.2362,15.1411,28.7027,5.8936,13.371654545454545,5.062136363636363,26.653890909090908,8.9634,30.6624,3.1181,8.9719,30.6861,3.136,8.96575,3.12677,30.67453
2019-08-07,14.7608,20.5921,6.4037,17.6839,27.0146,7.3931,16.577666666666666,6.747744444444444,25.19651111111111,9.0568,30.6561,2.9208,9.0663,30.6927,2.9315,9.06026,2.92578,30.67112
2019-08-15,17.2368,25.0863,6.0661,19.4353,26.059,6.3933,18.68969,6.24627,25.39303,9.1332,30.6992,2.8655,9.1403,30.7211,2.8804,9.13732,2.87291,30.71187
2019-08-20,16.4762,26.5848,6.1261,17.8178,27.2958,6.5884,17.200755555555556,6.330277777777778,26.9962,9.1377,30.6536,2.8937,9.1598,30.6704,2.9267,9.14508,2.90662,30.65815
2019-08-29,12.8571,24.8751,4.9769,16.1808,27.6033,6.1464,14.58907,5.5561,26.08253,9.2522,30.73,2.7788,9.2767,30.7442,2.7971,9.26639,2.78896,30.738419999999998
2019-09-04,15.1974,27.1908,6.5836,17.341,27.51,7.3174,16.288545454545456,7.026745454545455,27.339254545454544,9.312,30.6764,2.8121,9.3303,30.702,2.829,9.32414,2.8235200000000003,30.69135
2019-09-24,14.6413,26.5776,5.8684,15.4982,27.0776,5.9858,14.940727272727273,5.941890909090909,26.90259090909091,9.4505,30.7948,2.7446,9.4556,30.7968,2.751,9.45347,2.7475300000000002,30.79584
2019-10-12,11.7075,27.7377,6.3683,11.7589,28.0492,6.4802,11.73872,6.4216,27.9561,9.4992,30.7675,2.7844,9.5029,30.8058,2.7995,9.50051,2.791,30.78117
2019-10-18,11.1893,28.2203,6.1021,11.2574,28.4745,6.3995,11.232536363636363,6.194272727272727,28.396172727272727,9.5106,30.788,2.9229,9.5238,30.8117,2.9263,9.519490000000001,2.92493,30.79841
2019-10-30,9.7963,28.2322,5.6852,9.9113,28.3364,5.9372,9.82689090909091,5.786036363636364,28.264518181818183,9.7775,30.9242,2.8725,9.7981,30.9364,2.8751,9.78708,2.87384,30.93057
2019-11-05,10.2975,28.5141,6.3917,10.3311,28.5148,6.4425,10.30952,6.41518,28.51448,9.8471,30.8793,2.7061,9.8578,30.8965,2.7187,9.85172,2.71426,30.88832
2019-11-13,9.991,28.0715,6.1037,10.0834,28.2709,6.2318,10.03172,6.1674,28.1537,9.8396,30.8771,2.6318,9.8428,30.8922,2.649,9.8416,2.63736,30.884
2019-11-20,9.7935,28.2271,5.88,9.839,28.2986,5.9529,9.81258,5.91596,28.25534,9.9195,30.9451,2.6741,9.923,30.951,2.6808,9.92098,2.67702,30.94846
2019-11-26,9.0228,28.3851,5.9471,9.0593,28.3973,5.9722,9.03974,5.96406,28.388740000000002,9.9581,30.9765,2.6732,9.9586,30.9768,2.6772,9.95836,2.67538,30.976660000000003
2019-12-03,8.0492,28.62,5.3622,8.2537,28.6381,5.4682,8.15788,5.4067,28.62972,9.9691,30.945,2.6014,9.9708,30.9524,2.6098,9.96998,2.60548,30.94756
